cbsa_code,cbsa_title,cbsa_short,tot_units,tot_pop,units_pcap,h_1990,h_2000,h_2010,h_2020,h_change
15980,"Cape Coral-Fort Myers, FL",Cape Coral,303197,18779954,0.01614471473146313,0.7418243886064406,0.6442583461892535,0.5410304082948935,0.4879016629587699,-0.2539227256476707
16060,"Carbondale-Marion, IL",Carbondale,11168,4897285,0.00228044722739232,0.4965210121829277,0.4683421276652715,0.4254993942250108,0.4199703091306045,-0.0765507030523232
16300,"Cedar Rapids, IA",Cedar Rapids,42508,9455333,0.00449566398137432,0.3792979122016332,0.35605622304825896,0.33366402113170684,0.353833125763319,-0.02546478643831423
16580,"Champaign-Urbana, IL",Champaign,39541,8667331,0.00456207337645233,0.4322255517483265,0.43094307589374903,0.4344096975449827,0.4202206143524088,-0.01200493739591768
16700,"Charleston-North Charleston, SC",Charleston,207730,23311835,0.00891092442958694,0.4970976423366113,0.4489969269948086,0.4292796561139941,0.36696187036820826,-0.13013577196840304
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,687920,70763920,0.00972133821868545,0.5872538142572146,0.5017842047679029,0.4540656581283448,0.3980662925743837,-0.18918752168283087
16820,"Charlottesville, VA",Charlottesville,57620,7483900,0.00769919427036705,0.39743016464625913,0.35749877536062813,0.3466001632724507,0.2890184864855737,-0.10841167816068542
16860,"Chattanooga, TN-GA",Chattanooga,94643,19286352,0.00490725254833055,0.6938472929188553,0.6285568478009307,0.5602300660865549,0.48870519166920384,-0.20514210124965143
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,1177662,354989189,0.00331745877477975,0.7953888390504442,0.7550257446009212,0.707812223929944,0.66636682113843,-0.12902201791201418
17020,"Chico, CA",Chico,40499,7902688,0.0051247119967282,0.3474707104876823,0.2891770873355538,0.26851624282706027,0.271136228874746,-0.07633448161293632
17140,"Cincinnati, OH-KY-IN",Cincinnati,350300,78993463,0.00443454415968572,0.6518276540631299,0.6069020959502825,0.5484416928284,0.48319150541285094,-0.16863614865027898
17300,"Clarksville, TN-KY",Clarksville,69456,8812443,0.00788158289364254,0.34309428825900734,0.3104993467780619,0.27226576138761305,0.22024227309878328,-0.12285201516022408
17460,"Cleveland-Elyria, OH",Cleveland,203395,84521819,0.00240642005113496,0.7567641310726574,0.6993520816426307,0.6361230795041495,0.6055364499457594,-0.151227681126898
17780,"College Station-Bryan, TX",College Station,58724,7628123,0.00769835515237496,0.5702321584252876,0.5103843374559733,0.4437861631044528,0.3630189387452588,-0.2072132196800288
17820,"Colorado Springs, CO",Colorado Springs,171539,21263909,0.00806714325197685,0.254679974220446,0.25259925571651276,0.247075282266029,0.21996105231644808,-0.03471892190399794
17860,"Columbia, MO",Columbia,48106,5504691,0.00873909180369979,0.35551983984355234,0.31640782193820016,0.3035894889370002,0.2754517754111549,-0.08006806443239745
17900,"Columbia, SC",Columbia,181323,26204807,0.00691945565559784,0.5638076451415306,0.5026252611109002,0.4715681031001005,0.4239630379861272,-0.13984460715540337
17980,"Columbus, GA-AL",Columbus,52448,11338314,0.00462573183279277,0.5285090217483838,0.48467324799228734,0.4542805196350486,0.398979237641837,-0.12952978410654675
