cbsa_code,cbsa_title,cbsa_short,tot_units,tot_pop,units_pcap,h_1990,h_2000,h_2010,h_2020,h_change
40220,"Roanoke, VA",Roanoke,47366,11512608,0.00411427193560312,0.5975233647920726,0.536454390476212,0.5003328223060258,0.43291300630324714,-0.16461035848882544
40380,"Rochester, NY",Rochester,119467,42057503,0.00284056331161647,0.5464926955878092,0.5554062373392706,0.5355631757543414,0.5029472719503286,-0.04354542363748059
40420,"Rockford, IL",Rockford,48215,12598855,0.00382693506671836,0.5992625810011754,0.5206093637205279,0.4661271935741652,0.4417589816323408,-0.15750359936883457
40900,"Sacramento--Roseville--Arden-Arcade, CA",Sacramento,450710,71460512,0.0063071196579168,0.3724536683113931,0.3876415778765174,0.38486426300354526,0.3638329210275878,-0.00862074728380529
40980,"Saginaw, MI",Saginaw,17229,8308593,0.00207363629437619,0.7429241724845335,0.67269795330817606,0.6058082785799693,0.5617398450747928,-0.18118432740974064
41180,"St. Louis, MO-IL",St. Louis,422397,106635923,0.00396111355457578,0.7166167550747774,0.660239611448713,0.6356319629999309,0.5941567276322269,-0.12246002744255048
41420,"Salem, OR",Salem,63495,13497667,0.00470414627950148,0.31835865584417866,0.2763403464695595,0.26927957318741075,0.27430755445150606,-0.0440511013926726
41500,"Salinas, CA",Salinas,43344,15272983,0.00283795248118851,0.34808226849421225,0.37598801697037226,0.3701114326564957,0.37404743086841585,0.0259651623742036
41540,"Salisbury, MD-DE",Salisbury,131452,12383675,0.01061494265636008,0.5638069166938379,0.5064543158175153,0.49110142661285255,0.4469003887794039,-0.11690652791443396
41620,"Salt Lake City, UT",Salt Lake City,220412,37221425,0.00592164324713521,0.2868391885521837,0.28114930401641997,0.2925586878065529,0.28435768323469807,-0.00248150531748564
41700,"San Antonio-New Braunfels, TX",San Antonio,410871,70947894,0.00579116555595011,0.4644158366162307,0.4156049202316889,0.36872327133150645,0.3176265726551162,-0.14678926396111452
41740,"San Diego-Carlsbad, CA",San Diego,502249,109464161,0.00458825057819609,0.39880543490581055,0.38693244002950605,0.367000250636755,0.3299154150709677,-0.06889001983484283
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,508266,161001246,0.00315690724530169,0.5338228403030223,0.5194380073221759,0.47176537436044674,0.4238655403190005,-0.10995729998402182
41940,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,236201,67453389,0.00350169210919854,0.2597625716693704,0.2867326424352281,0.30217907313952014,0.2914146415674698,0.03165206989809943
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",San Luis Obispo,58282,9480687,0.00614744480015003,0.3954273009374799,0.4347719556406335,0.4890913811801075,0.44419225566826354,0.04876495473078363
42100,"Santa Cruz-Watsonville, CA",Santa Cruz,25654,9739529,0.00263400827699162,0.21301771532870076,0.20480236839064064,0.2371043697199893,0.3083826971621817,0.09536498183348094
42200,"Santa Maria-Santa Barbara, CA",Santa Maria,42510,15629936,0.00271978081036288,0.25355937731366945,0.28819753234448975,0.2931152295137616,0.30313113970196404,0.04957176238829458
42220,"Santa Rosa, CA",Santa Rosa,86653,17190223,0.00504083047671923,0.21310559683495747,0.24747456820188232,0.26402572419927456,0.2768764354529419,0.06377083861798441
42340,"Savannah, GA",Savannah,91687,12102685,0.0075757569498008,0.6332837622378017,0.5505578897928183,0.47745354234677967,0.4074800080823701,-0.2258037541554316
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Scranton,49564,22759117,0.00217776462944498,0.526076189161098,0.4759206112905208,0.42583574193274537,0.3901999182582451,-0.13587627090285287
42660,"Seattle-Tacoma-Bellevue, WA",Seattle,839035,119931555,0.00699594864754317,0.388232589165959,0.3365313759085758,0.32751290561627816,0.308874424903328,-0.07935816426263098
43340,"Shreveport-Bossier City, LA",Shreveport,56215,16919669,0.0033224645233899,0.6311097857159177,0.5676210404452449,0.5372880973681293,0.4773021645226744,-0.15380762119324332
43420,"Sierra Vista-Douglas, AZ",Sierra Vista,22296,4529804,0.00492206726825266,0.2819820388439863,0.28916714994096787,0.27066223874967527,0.29768485852915616,0.01570281968516984
43580,"Sioux City, IA-NE-SD",Sioux City,18339,6546701,0.00280125822150729,0.43531997233516473,0.3962990816431434,0.4511037258340554,0.48357898082010786,0.04825900848494313
43780,"South Bend-Mishawaka, IN-MI",South Bend,42997,12357205,0.00347950851345429,0.5199672857148213,0.4873444569107028,0.48117775902090826,0.43249367326065585,-0.08747361245416546
43900,"Spartanburg, SC",Spartanburg,61974,11358199,0.00545632278497673,0.5698777930928113,0.4950200434994852,0.44104785083687265,0.360675497878268,-0.20920229521454323
44060,"Spokane-Spokane Valley, WA",Spokane,99189,18761955,0.00528670919421776,0.34027601828342346,0.3122612274446693,0.3041933449161612,0.29731338790929185,-0.04296263037413161
44100,"Springfield, IL",Springfield,31903,8018884,0.00397848378901602,0.5535927105792621,0.4976242988671777,0.47605003556138353,0.4329980461234717,-0.12059466445579035
44140,"Springfield, MA",Springfield,54133,24345669,0.00222351663451926,0.5497684693096162,0.524247639022661,0.49568744065307313,0.45635455602984715,-0.09341391327976906
44180,"Springfield, MO",Springfield,92433,14642684,0.00631257220329278,0.40781209219793646,0.36232338470941233,0.3225538665109215,0.2996293911851073,-0.10818270101282916
44300,"State College, PA",State College,25147,5525364,0.00455119336934182,0.3239469425845185,0.35770984080705487,0.3120967816715621,0.36429975616691,0.04035281358239151
44700,"Stockton-Lodi, CA",Stockton,118626,22830082,0.00519603915570693,0.4794190976542198,0.4222755648284747,0.3882479486936215,0.3744651705599505,-0.10495392709426932
45060,"Syracuse, NY",Syracuse,65908,26201226,0.00251545481116036,0.5808976080999173,0.564107602597174,0.5290300941832788,0.4929484887695728,-0.0879491193303445
45220,"Tallahassee, FL",Tallahassee,95146,12444957,0.00764534582160468,0.5164832919121671,0.42560965829299297,0.4189860940530489,0.3793646795624884,-0.1371186123496787
45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa,762691,96413038,0.0079106624562541,0.6531528180295065,0.5669150625646027,0.47402471464351503,0.40338559420801423,-0.2497672238214923
45460,"Terre Haute, IN",Terre Haute,15002,6838703,0.00219369082119811,0.4889580603781799,0.46140663641639607,0.4761599458992743,0.4529022873422716,-0.03605577303590829
45780,"Toledo, OH",Toledo,70069,24525141,0.00285702740710033,0.6472212666530104,0.5995828775233653,0.5277760940178599,0.46481827744963267,-0.18240298920337772
45820,"Topeka, KS",Topeka,32916,8861095,0.0037146650611465,0.44182119296224254,0.41601550845865515,0.3862377723962836,0.3642187476140323,-0.07760244534821026
45940,"Trenton, NJ",Trenton,41891,13798702,0.00303586525747131,0.6599877470793525,0.5926801001516437,0.5488854101230918,0.5034471246216584,-0.15654062245769407
46060,"Tucson, AZ",Tucson,228832,32755822,0.00698599473400484,0.3032342583311935,0.269735087250605,0.2632045478179921,0.2664414819616899,-0.03679277636950362
46140,"Tulsa, OK",Tulsa,164042,34267469,0.00478710581163727,0.6038372037594912,0.5435176377782486,0.4868788399131837,0.4338342321368155,-0.17000297162267575
46220,"Tuscaloosa, AL",Tuscaloosa,41403,8261435,0.00501159907449492,0.6108525485050568,0.5605069093447927,0.5248634683033543,0.46487923624781463,-0.14597331225724214
46540,"Utica-Rome, NY",Utica,20710,12235189,0.00169265877298666,0.5141139867915466,0.5088029354378867,0.4619394414813036,0.46906138912445594,-0.04505259766709069
46700,"Vallejo-Fairfield, CA",Vallejo,76486,14792516,0.00517058761335799,0.257253141577245,0.2837010308477246,0.2850117222283172,0.279716709695974,0.02246356811872901
47220,"Vineland-Bridgeton, NJ",Vineland,13572,5835933,0.00232559215467346,0.5071057751665179,0.456805182593905,0.43326749585836705,0.3957431040296917,-0.1113626711368262
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,370338,61978850,0.0059752318734536,0.47248279056366954,0.4176116560568238,0.4064123086491542,0.3656745709358987,-0.10680821962777082
47300,"Visalia-Porterville, CA",Visalia,67381,14768221,0.00456256715009885,0.4245477469613336,0.3979990715266094,0.3854560776713547,0.34097273298126785,-0.08357501398006578
47380,"Waco, TX",Waco,36552,9213466,0.00396723665122332,0.5953750852579514,0.5179121287760091,0.4753646871812904,0.42735689849724473,-0.16801818676070662
47580,"Warner Robins, GA",Warner Robins,47264,5898849,0.00801241055670352,0.5075527325411338,0.4063912964508742,0.3328457704997098,0.2682139744321745,-0.23933875810895927
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,1188931,194425902,0.00611508542724929,0.5400753054485653,0.5185113309078289,0.5050946601052062,0.47029457813703607,-0.06978072731152923
47940,"Waterloo-Cedar Falls, IA",Waterloo,16563,6632446,0.00249726873011857,0.6035369906966478,0.5668313953978384,0.5158756567821147,0.4634364478710135,-0.14010054282563428
48620,"Wichita, KS",Wichita,105885,22862221,0.00463143978881141,0.5968860213763457,0.5283734226114706,0.4758345384993012,0.425116459767506,-0.17176956160883972
48660,"Wichita Falls, TX",Wichita Falls,13409,5902370,0.00227179929418182,0.5532363090369192,0.4711802146344001,0.4273548199736259,0.3901028448131312,-0.16313346422378805
49180,"Winston-Salem, NC",Winston,135212,22514663,0.00600550849906125,0.6120927367010115,0.5537815643792922,0.5053086924458516,0.4538030425808011,-0.15828969412021038
49340,"Worcester, MA-CT",Worcester,122017,34138234,0.00357420363338068,0.35741635521548176,0.3770884096653498,0.3686082817843851,0.3588579027540731,0.00144154753859132
49420,"Yakima, WA",Yakima,23079,8649687,0.0026681890338922,0.4302629588779046,0.3996824836497988,0.3756274641617567,0.37900855099502134,-0.05125440788288327
49620,"York-Hanover, PA",York,72644,15322514,0.00474099746294896,0.5621260508209587,0.5201677174629216,0.4325328998446005,0.38240570348864666,-0.179720347332312
49660,"Youngstown-Warren-Boardman, OH-PA",Youngstown,43454,23848970,0.00182204933797979,0.6465708322211531,0.6098737160941137,0.5489909637083341,0.49733224722237224,-0.14923858499878084
49700,"Yuba City, CA",Yuba City,28342,5666338,0.0050018195172967,0.2532820080447479,0.2496538656188876,0.24444802860492135,0.24695468066204523,-0.00632732738270264
49740,"Yuma, AZ",Yuma,37787,6007911,0.0062895405740864,0.31367626085521094,0.3216221108264813,0.36239057333856733,0.3944917767525325,0.08081551589732155
